Health System,Hospital,State,URL,Site,Contact Info,Notes,Contacted
,MEDICAL CITY MCKINNEY,TX,,,,,
,MEDICAL CITY NORTH HILLS,TX,,,,,
,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS - DBA TRINITY MOLINE,MOLINE,,,,,
,MEMORIAL HERMANN SUGAR LAND,TX,,,,,
,WILBARGER GENERAL HOSPITAL,TX,,,,,
,HCA HOUSTON HEALTHCARE CLEAR LAKE,TX,,,,,
,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,TX,,,,,
,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN SOUTH,TX,,,,,
,APOLLO HOSPITAL,TX,,,,,
,UNM CHILDREN'S PSYCHIATRIC CENTER,NM,,,,,
,NORTHEAST METHODIST HOSPITAL,TX,,,,,
,MISSION TRAIL BAPTIST HOSPITAL-ER,TX,,,,,
,PERMIAN REGIONAL MEDICAL CENTER,TX,,,,,
,BAYLOR SCOTT & WHITE HOSPITAL - BRENHAM,TX,,,,,
,MARY HURLEY HOSPITAL,OK,,,,,
,ASANTE ROGUE REGIONAL MEDICAL CENTER,OR,,,,,
,FOREST PARK MEDICAL CENTER,TX,,,,,
,KAISER FOUNDATION HOSPITAL - WESTSIDE,OR,,,,,
,DETAR NORTH,TX,,,,,
,WISE REGIONAL HEALTH SYSTEM,TX,,,,,
,LAFAYETTE REGIONAL REHABILITATION HOSPITAL,IN,,,,,
,CYPRESS FAIRBANKS MEDICAL CENTER,TX,,,,,
,HAWAII MEDICAL CENTER EAST,HI,,,,,
,RAYMOND G. MURPHY VA MEDICAL CENTER,NM,,,,,
,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,OH,,,,,
,VA MEDICAL CENTER - LYONS CAMPUS,NJ,,,,,
,VA MEDICAL CENTER - WEST ROXBURY DIVISION,MA,,,,,
,ALEDA E. LUTZ VA MEDICAL CENTER,MI,,,,,
,CASS LAKE HOSPITAL,MN,,,,,
,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,MS,,,,,
,VA MEDICAL CENTER - FORT MEADE CAMPUS,SD,,,,,
,VA MEDICAL CENTER - WHITE RIVER JUNCTION,VT,,,,,
,MAYO CLINIC HOSPITAL METHODIST CAMPUS,MN,,,,,
,ESSENTIA HEALTH VIRGINIA,MN,,,,,
,VA BUTLER HEALTHCARE,PA,,,,,
,GENESIS MEDICAL CENTER WEST-DAVENPORT,IA,,,,,
,VA CARIBBEAN HEALTHCARE SYSTEM,PR,,,,,
,OU MEDICAL CENTER EDMOND-ER,OK,,,,,
,BEATRICE COMMUNITY HOSPITAL,NE,,,,,
,PARSONS STATE HOSPITAL,KS,,,,,
,MERIT HEALTH MADISON,MS,,,,,
,NORMAN REGIONAL HEALTHPLEX,OK,,,,,
,PLUM CREEK SPECIALTY HOSPITAL,TX,,,,,
,DORMINY MEDICAL CENTER,FITZGERALD,,,,,
,IU HEALTH UNIVERSITY HOSPITAL,IN,,,,,
,CINCINNATI CHILDREN'S LIBERTY,OH,,,,,
,RILEY HOSPITAL FOR CHILDREN,IN,,,,,
,BETHESDA ARROW SPRINGS-ER,OH,,,,,
,METHODIST HOSPITAL-SOUTHLAKE,IN,,,,,
,WARD MEMORIAL HOSPITAL,TX,,,,,
,CORNERSTONE HOSPITAL OF AUSTIN,TX,,,,,
,MID - JEFFERSON EXTENDED CARE HOSPITAL OF BEAUMONT,TX,,,,,
,TEXAS CENTER FOR INFECTIOUS DISEASE,TX,,,,,
,INTEGRITY TRANSITIONAL HOSPITAL,TX,,,,,
,PREMIER SPECIALTY HOSPITAL OF EL PASO,TX,,,,,
,KINDRED HOSPITAL EL PASO,TX,,,,,
,KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,TX,,,,,
,HANSFORD COUNTY HOSPITAL,TX,,,,,
,ACUITY HOSPITAL OF SOUTH TEXAS,TX,,,,,
,BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,TX,,,,,
,EL PASO VA HEALTH CARE SYSTEM,TX,,,,,
,WEIMAR MEDICAL CENTER,TX,,,,,
,BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,TX,,,,,
,CHILDREN'S HOSPITAL OF SAN ANTONIO,TX,,,,,
,CHRISTUS SANTA ROSA - MEDICAL CENTER,TX,,,,,
,MAGNOLIA BEHAVIORAL HOSPITAL OF EAST TEXAS,TX,,,,,
,MEDICAL CITY OF MCKINNEY - WYSONG CAMPUS,TX,,,,,
,PACIFIC SHORES HOSPITAL,CA,,,,,
,WELLBRIDGE HOSPITAL OF SAN MARCOS,TX,,,,,
,QUEENS MEDICAL CENTER,HI,,,,,
,PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS,TX,,,,,
,ANDALUSIA REGIONAL HOSPITAL,AL,,,,,
,BAYPOINTE BEHAVIORAL HEALTH,AL,,,,,
,KAU HOSPITAL,HI,,,,,
,MERCY MEDICAL CENTER-NORTH IOWA,IA,,,,,
,SHENANDOAH MEMORIAL HOSPITAL,IA,,,,,
,ST. LUKE'S METHODIST HOSPITAL,IA,,,,,
,SKIFF MEDICAL CENTER,IA,,,,,
,BUCHANAN COUNTY HEALTH CENTER,IA,,,,,
,HENRY COUNTY HEALTH CENTER,IA,,,,,
,KEOKUK COUNTY HEALTH CENTER,IA,,,,,
,METHODIST JENNIE EDMUNDSON,IA,,,,,
,DAVIS COUNTY HOSPITAL,IA,,,,,
,GEORGE C GRAPE COMMUNITY HOSPITAL,IA,,,,,
,MCLAREN OAKLAND,MI,,,,,
,GRUNDY COUNTY MEMORIAL HOSPITAL,IA,,,,,
,GUTTENBERG MUNICIPAL HOSPITAL,IA,,,,,
,HANCOCK COUNTY HEALTH SYSTEM,IA,,,,,
,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,,,,,
,ADVOCATE SHERMAN HOSPITAL,IL,,,,,
,PRESENCE SAINT JOSEPH HOSPITAL,IL,,,,,
,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT FRANCIS HOSPITAL,IL,,,,,
,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE ST JOSEPH MEDICAL CENTER,IL,,,,,
,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRECENCE ST MARYS HOSPITAL,IL,,,,,
,JOHN & MARY KIRBY HOSPITAL,IL,,,,,
,ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL,CA,,,,,
,UCHEALTH GREELEY HOSPITAL,CO,,,,,
,ST SIMONS BY-THE-SEA HOSPITAL,GA,,,,,
,SELECT SPECIALTY HOSPITAL - SAVANNAH,GA,,,,,
,DELTA COUNTY MEMORIAL HOSPITAL,CO,,,,,
,MELISSA MEMORIAL HOSPITAL,CO,,,,,
,MIDDLE PARK MEDICAL CENTER,CO,,,,,
,OPTIM MEDICAL CENTER TATTNALL,GA,,,,,
,EAST GEORGIA REGIONAL MEDICAL CENTER,GA,,,,,
,TRINITY HOSPITAL OF AUGUSTA,GA,,,,,
,EAST CENTRAL REGIONAL HOSPITAL,GA,,,,,
,SELECT SPECIALTY HOSPITAL - AUGUSTA,GA,,,,,
,PARK CENTER,FORT WAYNE,,,,,
,FAIRVIEW PARK HOSPITAL,GA,,,,,
,MEMORIAL HOSPITAL AND MANOR,GA,,,,,
,ATRIUM HEALTH LINCOLN,NC,,,,,
,WILLS MEMORIAL HOSPITAL,GA,,,,,
,WOMEN'S & CHILDREN'S HOSPITAL,LA,,,,,
,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,LA,,,,,
,ST. CATHERINE MEMORIAL HOSPITAL,LA,,,,,
,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,CA,,,,,
,ST VINCENT KOKOMO,IN,,,,,
,KING'S DAUGHTERS' HEALTH,IN,,,,,
,EASTERN LA MENTAL HEALTH SYSTEM,LA,,,,,
,LANTERMAN DEVELOPMENTAL CENTER,CA,,,,,
,WALTON REHABILITATION HOSPITAL,GA,,,,,
,RANGELY DISTRICT HOSPITAL,CO,,,,,
,SAN ANTONIO REGIONAL HOSPITAL,CA,,,,,
,COMMUNITY HOSPITAL,CO,,,,,
,MCKEE MEDICAL CENTER,CO,,,,,
,MEDICAL CENTER OF THE ROCKIES,CO,,,,,
,ASPIRUS LANGLADE HOSPITAL,WI,,,,,
,AURORA MEMORIAL HSPTL BURLINGTON,WI,,,,,
,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,OK,,,,,
,HILLSIDE HOSPITAL,GA,,,,,
,PIEDMONT HOSPITAL,GA,,,,,
,NORTHSIDE HOSPITAL,GA,,,,,
,TRINITY MUSCATINE,IA,,,,,
,MT SAN RAFAEL HOSPITAL,CO,,,,,
,PARKVIEW MEDICAL CENTER INC,CO,,,,,
,VCU HEALTH SYSTEM,VA,,,,,
,CHILDREN'S NATIONAL MEDICAL CENTER,DC,,,,,
,MEDSTAR NATIONAL REHABILITATION HOSPITAL,DC,,,,,
,HOWARD UNIVERSITY HOSPITAL,DC,,,,,
,PROVIDENCE HOSPITAL,DC,,,,,
,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,DE,,,,,
,BRANDON REGIONAL HOSPITAL,FL,,,,,
,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,FL,,,,,
,LIFESTREAM BEHAVIORAL CENTER,FL,,,,,
,LIFESTREAM BEHAVIORAL CENTER,FL,,,,,
,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,FL,,,,,
,BALDPATE HOSPITAL,MA,,,,,
,VCU HEALTH SYSTEM,VA,,,,,
,PHYSICIANS REGIONAL - PINE RIDGE,FL,,,,,
,ORLANDO REGIONAL MEDICAL CENTER,FL,,,,,
,CLEVELAND CLINIC TRADITION MEDICAL CENTER,FL,,,,,
,EDWARD WHITE HOSPITAL,FL,,,,,
,ST JOSEPH'S HOSPITAL,FL,,,,,
,KINDRED HOSPITAL BOSTON,MA,,,,,
,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,MA,,,,,
,BAUM-HARMON MEMORIAL HOSPITAL,IA,,,,,
,CHI HEALTH - MERCY CORNING,IA,,,,,
,STEWART MEMORIAL COMMUNITY HOSPITAL,IA,,,,,
,ADAIR COUNTY MEMORIAL HOSPITAL,IA,,,,,
,ST. JOSEPH'S CHILDREN'S HOSPITAL,FL,,,,,
,MARY GREELEY MEDICAL CENTER,IA,,,,,
,WAVERLY MUNICIPAL HOSPITAL,IA,,,,,
,REGIONAL MEDICAL CENTER,IA,,,,,
,JACKSON COUNTY PUBLIC HOSPITAL,IA,,,,,
,CHEROKEE REGIONAL MEDICAL CENTER,IA,,,,,
,DALLAS COUNTY HOSPITAL,IA,,,,,
,MAHASKA HEALTH PARTNERSHIP,IA,,,,,
,BOUNDARY COMMUNITY HOSPITAL,ID,,,,,
,COMMUNITY HEALTH NETWORK REHABILITATION HOSPITAL,IN,,,,,
,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,,,,,
,CHRISTUS ST MARY OUTPATIENT CENTER MID COUNTY,TX,,,,,
,MERCY ST VINCENT MEDICAL CENTER,OH,,,,,
,CHILDREN'S HOSPITAL MEDICAL CENTER,OH,,,,,
,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT LINDNER CENTER,OH,,,,,
,JEFFERSON COUNTY HOSPITAL,MS,,,,,
,ST JAMES HEALTHCARE,MT,,,,,
,KALISPELL REGIONAL MEDICAL CENTER,MT,,,,,
,AVERA MCKENNAN HOSPITAL,SD,,,,,
,CLARA BARTON HOSPITAL,KS,,,,,
,HIAWATHA COMMUNITY HOSPITAL,KS,,,,,
,HOLTON COMMUNITY HOSPITAL,KS,,,,,
,SUMNER COUNTY HOSPITAL,KS,,,,,
,UNIVERSITY OF KANSAS HOSPITAL,KS,,,,,
,REGIONAL HEALTH RAPID CITY HOSPITAL,SD,,,,,
,NANTICOKE MEMORIAL HOSPITAL,DE,,,,,
,HIGH POINT TREATMENT CENTER,MA,,,,,
,WHITTIER REHABILITATION HOSPITAL,MA,,,,,
,HELENA REGIONAL MEDICAL CENTER,AR,,,,,
,JOHNSON REGIONAL MEDICAL CENTER,AR,,,,,
,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,AR,,,,,
,ARKANSAS SURGICAL HOSPITAL,AR,,,,,
,WADLEY REGIONAL MEDICAL CENTER AT HOPE,AR,,,,,
,WOODRIDGE BEHAVIORAL CENTER,AR,,,,,
,COBALT REHABILITATION HOSPITAL IV,SURPRISE,,,,,
,COPPER SPRINGS HOSPITAL INC,AZ,,,,,
,STANTON COUNTY HOSPITAL,KS,,,,,
,SALINE MEMORIAL HOSPITAL,AR,,,,,
,BAYHEALTH KENT GENERAL HOSPITAL,DE,,,,,
,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,,,,,
,THE RIDGE BEHAVIORAL HEALTH SYSTEM,KY,,,,,
,UK HEALTHCARE GOOD SAMARITAN HOSPITAL,KY,,,,,
,ENCOMPASS HEALTH BRAINTREE REHABILITATION HOSPITAL,MA,,,,,
,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,MA,,,,,
,NORCAP LODGE,MA,,,,,
,WHITTIER REHABILITATION HOSPITAL BRADFORD,MA,,,,,
,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,MD,,,,,
,SUBURBAN HOSPITAL,MD,,,,,
,GOOD SAMARITAN MEDICAL CENTER,MA,,,,,
,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,,,,,
,PENINSULA REGIONAL MEDICAL CENTER,MD,,,,,
,HENRIETTA D GOODALL HOSPITAL,ME,,,,,
,SEBASTICOOK VALLEY HOSPITAL,ME,,,,,
,MCLAREN BAY REGIONAL,MI,,,,,
,CHILDREN'S HOSPITAL OF MICHIGAN,MI,,,,,
,MIDMICHIGAN MEDICAL CENTER-MIDLAND,MI,,,,,
,MCLAREN MACOMB,MI,,,,,
,JOHN D. DINGELL VA MEDICAL CENTER,MI,,,,,
,VA ANN ARBOR HEALTHCARE SYSTEM,MI,,,,,
,HENRY FORD MACOMB HOSPITAL,MI,,,,,
,EDWARD W SPARROW HOSPITAL,MI,,,,,
,MCLAREN FLINT,MI,,,,,
,HURLEY MEDICAL CENTER,MI,,,,,
,HOLLAND COMMUNITY HOSPITAL,MI,,,,,
,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,MI,,,,,
,PONTIAC GENERAL HOSPITAL,MI,,,,,
,ST JOSEPH MERCY OAKLAND,MI,,,,,
,BEAUMONT HOSPITAL ROYAL OAK,MI,,,,,
,BEAUMONT HOSPITAL FARMINGTON HILLS,MI,,,,,
,HENRY FORD WEST BLOOMFIELD HOSPITAL,MI,,,,,
,HURON VALLEY-SINAI HOSPITAL,MI,,,,,
,KYLE ER & HOSPITAL,TX,,,,,
,BRONSON METHODIST HOSPITAL,MI,,,,,
,HENRY FORD ALLEGIANCE HEALTH,MI,,,,,
,OAKLAWN HOSPITAL,MI,,,,,
,BRONSON SOUTH HAVEN HOSPITAL,MI,,,,,
,ALLEGAN GENERAL HOSPITAL,MI,,,,,
,MCLAREN PORT HURON,MI,,,,,
,BEAUMONT HOSPITAL WAYNE,MI,,,,,
,HENRY FORD WYANDOTTE HOSPITAL,MI,,,,,
,BEAUMONT HOSPITAL TAYLOR,MI,,,,,
,KARMANOS CANCER CENTER,MI,,,,,
,MAGNOLIA REGIONAL HEALTH CENTER,MS,,,,,
,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,WI,,,,,
,MCLAREN LAPEER REGION,MI,,,,,
,SAINT MARY'S HEALTH CARE,MI,,,,,
,UP HEALTH SYSTEM PORTAGE,MI,,,,,
,ST FRANCIS HOSPITAL,MI,,,,,
,BECKLEY VA MEDICAL CENTER,WV,,,,,
,MUNSON MEDICAL CENTER,MI,,,,,
,MUNSON HEALTHCARE GRAYLING,MI,,,,,
,HEALTHSOURCE SAGINAW,MI,,,,,
,ESSENTIA HEALTH DULUTH,MN,,,,,
,SANFORD WESTBROOK MEDICAL CTR,MN,,,,,
,SHRINERS HOSPITAL FOR CHILDREN,MO,,,,,
,EXCELSIOR SPRINGS HOSPITAL,MO,,,,,
,MERCY REHABILITATION HOSPITAL ST. LOUIS,MO,,,,,
,SSM HEALTH ST. MARY'S HOSPITAL ST LOUIS,MO,,,,,
,MINERAL AREA REGIONAL MEDICAL CENTER,MO,,,,,
,ST. ALEXIUS HOSPITAL - JEFFERSON CAMPUS,MO,,,,,
,ST. ALEXIUS HOSPITAL - BROADWAY CAMPUS,MO,,,,,
,SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL - SOUTH CAMPUS,MO,,,,,
,HANNIBAL REGIONAL HOSPITAL,MO,,,,,
,MADISON MEDICAL CENTER,MO,,,,,
,MERCY HOSPITAL LEBANON,MO,,,,,
,MOSAIC MEDICAL CENTER,MO,,,,,
,ST. LOUIS PSYCHIATRIC REHABILITATION CENTER,MO,,,,,
,SSM HEALTH ST. MARY'S HOSPITAL AUDRAIN,MO,,,,,
,MOBERLY REGIONAL MEDICAL CENTER,MO,,,,,
,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,MO,,,,,
,MISSOURI DELTA MEDICAL CENTER,MO,,,,,
,WOMEN'S AND CHILDREN'S HOSPITAL,MO,,,,,
,POPLAR BLUFF REGIONAL MEDICAL CENTER - SOUTH,MO,,,,,
,FULTON MEDICAL CENTER,MO,,,,,
,PEMISCOT COUNTY HEALTH CENTER,MO,,,,,
,MERCY HOSPITAL AURORA,MO,,,,,
,MISSOURI REHABILITATION CENTER,MO,,,,,
,SOUTHWEST MISSOURI PSYCHIATRIC REHABILITATION CT,MO,,,,,
,PERSHING MEMORIAL HOSPITAL,MO,,,,,
,JOHN J. PERSHING VA MEDICAL CENTER,MO,,,,,
,VA MEDICAL CENTER - JOHN COCHRAN DIVISION,MO,,,,,
,FIELD MEMORIAL COMMUNITY HOSPITAL,MS,,,,,
,DIAMOND GROVE CENTER,MS,,,,,
,FORREST GENERAL HOSPITAL,MS,,,,,
,H. C. WATKINS MEMORIAL HOSPITAL,MS,,,,,
,HARDY WILSON MEMORIAL HOSPITAL,MS,,,,,
,LARGO MEDICAL CENTER,FL,,,,,
,DELTA REGIONAL MEDICAL CENTER,MS,,,,,
,CHRISTIANA CARE-CHRISTIANA HOSPITAL,DE,,,,,
,ANDERSON REGIONAL MEDICAL CENTER,MS,,,,,
,ANDERSON REGIONAL MEDICAL CENTER SOUTH,MS,,,,,
,EAST MS STATE HOSPITAL,MS,,,,,
,LAWRENCE COUNTY HOSPITAL,MS,,,,,
,MEMORIAL HOSPITAL AT GULFPORT,MS,,,,,
,ALFRED I. DUPONT HOSPITAL FOR CHILDREN,DE,,,,,
,MERIT HEALTH WESLEY,MS,,,,,
,STAR VALLEY MEDICAL CENTER,WY,,,,,
,CODY REGIONAL HEALTH,WY,,,,,
,SANFORD UNIVERSITY OF SOUTH DAKOTA MEDICAL CENTER,SD,,,,,
,AVERA SAINT LUKES HOSPITAL,SD,,,,,
,VIBRA MAHONING VALLEY HOSPITAL TRUMBULL CAMPUS,WARREN,,,,,
,HOT SPRINGS COUNTY MEMORIAL HOSPITAL,WY,,,,,
,SAGEWEST LANDER,WY,,,,,
,MEMORIAL HOSPITAL OF CARBON COUNTY,WY,,,,,
,WASHAKIE MEDICAL CENTER,WY,,,,,
,EVANSTON REGIONAL HOSPITAL,WY,,,,,
,COMMUNITY HOSPITAL,AL,,,,,
,MEMORIAL HOSPITAL OF CONVERSE COUNTY,WY,,,,,
,MEMORIAL HOSPITAL OF SWEETWATER COUNTY,WY,,,,,
,CAMPBELL COUNTY MEMORIAL HOSPITAL,WY,,,,,
,WYOMING MEDICAL CENTER,WY,,,,,
,BOZEMAN DEACONESS HOSPITAL,MT,,,,,
,CAROMONT REGIONAL MEDICAL CENTER,NC,,,,,
,ATRIUM HEALTH CLEVELAND,NC,,,,,
,NEW HANOVER REGIONAL MEDICAL CENTER ORTHOPEDIC HOSPITAL,NC,,,,,
,DUKE UNIVERSITY HOSPITAL,NC,,,,,
,NORTH CAROLINA BAPTIST HOSPITAL,NC,,,,,
,BRYCE HOSPITAL,AL,,,,,
,UNC LENOIR HEALTH CARE,NC,,,,,
,CHRISTUS OCHSNER LAKE AREA MEDICAL CENTER,LA,,,,,
,CONE HEALTH,NC,,,,,
,REX HOSPITAL,NC,,,,,
,WAKEMED,NC,,,,,
,WAKEMED NORTH,NC,,,,,
,ST FRANCIS MEDICAL CENTER,LA,,,,,
,ATRIUM HEALTH UNION,NC,,,,,
,VIDANT MEDICAL CENTER,NC,,,,,
,UNC ROCKINGHAM HOSPITAL,NC,,,,,
,ANNIE PENN HOSPITAL,NC,,,,,
,RANDOLPH HOSPITAL,NC,,,,,
,FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,NC,,,,,
,FIRSTHEALTH MOORE REGIONAL HOSPITAL HAMLET,NC,,,,,
,ATRIUM HEALTH CABARRUS,NC,,,,,
,MISSION HOSPITAL AND ASHEVILLE SURGERY CENTER,NC,,,,,
,UNIVERSITY OF NORTH CAROLINA HOSPITALS,NC,,,,,
,CAPE FEAR VALLEY HOKE HOSPITAL,NC,,,,,
,NORTHWOOD DEACONESS HEALTH CENTER,ND,,,,,
,RED RIVER BEHAVIORAL HEALTH SYSTEM,ND,,,,,
,FARGO VA MEDICAL CENTER,ND,,,,,
,CHEYENNE REGIONAL MEDICAL CENTER,WY,,,,,
,JOHNSON COUNTY MEMORIAL HOSPITAL,WY,,,,,
,CROOK COUNTY MEDICAL SERVICES DISTRICT,WY,,,,,
,SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,WY,,,,,
,NORTH BIG HORN HOSPITAL DISTRICT,WY,,,,,
,NIOBRARA HEALTH AND LIFE CENTER,WY,,,,,
,WESTON COUNTY HEALTH SERVICES,WY,,,,,
,COMMUNITY HOSPITAL,WY,,,,,
,PLATTE COUNTY MEMORIAL HOSPITAL,WY,,,,,
,BOYS TOWN NATIONAL RESEARCH HOSPITAL - WEST,NE,,,,,
,SOUTH LINCOLN MEDICAL CENTER,WY,,,,,
,ARNOLD PALMER HOSPITAL FOR CHILDREN,FL,,,,,
,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,FL,,,,,
,LA AMISTAD RESIDENTIAL TREATMENT CENTER,FL,,,,,
,UNIVERSITY BEHAVIORAL CENTER,FL,,,,,
,ADVENTHEALTH KISSIMMEE,FL,,,,,
,BOCA RATON REGIONAL HOSPITAL,FL,,,,,
,CHI HEALTH MIDLANDS,NE,,,,,
,THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH,FL,,,,,
,JFK MEDICAL CENTER,FL,,,,,
,JUPITER MEDICAL CENTER,FL,,,,,
,LAKESIDE MEDICAL CENTER,FL,,,,,
,PALM BEACH GARDENS MEDICAL CENTER,FL,,,,,
,PALMS WEST HOSPITAL,FL,,,,,
,PUTNAM COMMUNITY MEDICAL CENTER,FL,,,,,
,ADVENTHEALTH WATERMAN,FL,,,,,
,BLUFFTON HOSPITAL,BLUFFTON,,,,,
,SOUTH LAKE HOSPITAL,FL,,,,,
,SEBASTIAN RIVER MEDICAL CENTER,FL,,,,,
,ADVENTHEALTH WAUCHULA,FL,,,,,
,SACRED HEART HOSPITAL ON THE GULF,FL,,,,,
,BAY PINES VA HEALTHCARE SYSTEM,FL,,,,,
,BAYCARE ALLIANT HOSPITAL,FL,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,FL,,,,,
,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,FL,,,,,
,MEASE COUNTRYSIDE HOSPITAL,FL,,,,,
,ST ANTHONYS HOSPITAL,FL,,,,,
,ADVENT HEALTH CARROLLWOOD,FL,,,,,
,LAKE BUTLER HOSPITAL HAND SURGERY CENTER,FL,,,,,
,WILLOUGH AT NAPLES HOSPITAL,FL,,,,,
,BAYFRONT HEALTH SPRING HILL,FL,,,,,
,DESOTO MEMORIAL HOSPITAL,FL,,,,,
,ST LUCIE MEDICAL CENTER,FL,,,,,
,GULF COAST MEDICAL CENTER LEE MEMORIAL H,FL,,,,,
,LEHIGH REGIONAL MEDICAL CENTER,FL,,,,,
,ADVENTHEALTH FISH MEMORIAL,FL,,,,,
,ADVENTHEALTH DAYTONA BEACH,FL,,,,,
,ADVENTHEALTH CONNERTON,FL,,,,,
,MEDICAL CENTER OF TRINITY WEST PASCO CAM,FL,,,,,
,MORTON PLANT NORTH BAY HOSPITAL,FL,,,,,
,BARTOW REGIONAL MEDICAL CENTER,FL,,,,,
,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,,,,,
,ADVENTHEALTH PALM COAST,FL,,,,,
,DEVEREUX HOSPITAL AND CHILDREN'S CENTER OF FLORIDA,FL,,,,,
,SEA PINES REHABILITATION HOSPITAL,FL,,,,,
,PALM BAY HOSPITAL,FL,,,,,
,SHANDS STARKE REGIONAL MEDICAL CENTER,FL,,,,,
,NORTH FLORIDA REGIONAL MEDICAL CENTER,FL,,,,,
,SELECT SPECIALTY HOSPITAL GAINESVILLE,FL,,,,,
,ORANGE PARK MEDICAL CENTER,FL,,,,,
,BEACON BEHAVIORAL HOSPITAL,LA,,,,,
,BROWARD HEALTH MEDICAL CENTER,FL,,,,,
,ENCOMPASS HEALTH SUNRISE REHABILITATION HOSPITAL OF SUNRISE,FL,,,,,
,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,FL,,,,,
,MEMORIAL REGIONAL HOSPITAL SOUTH,FL,,,,,
,WESTSIDE REGIONAL MEDICAL CENTER,FL,,,,,
,FAWCETT MEMORIAL HOSPITAL,FL,,,,,
,FISHERMEN'S HOSPITAL,FL,,,,,
,CORAL GABLES HOSPITAL,FL,,,,,
,HIALEAH HOSPITAL,FL,,,,,
,JACKSON SOUTH,FL,,,,,
,KENDALL REGIONAL MEDICAL CENTER,FL,,,,,
,LARKIN COMMUNITY HOSPITAL,FL,,,,,
,SOUTHERN WINDS HOSPITAL,FL,,,,,
,ST CATHERINE'S REHABILITATION HOSPITAL,FL,,,,,
,ST CATHERINE'S WEST REHABILITATION HOSPITAL,FL,,,,,
,NORTHEAST REHABILITATION HOSPITAL,NH,,,,,
,WEST GABLES REHABILITATION HOSPITAL,FL,,,,,
,CLEVELAND CLINIC MARTIN NORTH,FL,,,,,
,UNIVERSITY HOSPITALS SAMARITAN MEDICAL,OH,,,,,
,MANATEE MEMORIAL HOSPITAL,FL,,,,,
,BANNER BEHAVIORAL HEALTH HOSPITAL,AZ,,,,,
,UHHS MEMORIAL HOSPITAL OF GENEVA,OH,,,,,
,NORTH BALDWIN INFIRMARY,AL,,,,,
,ST. JOSEPH'S HOSPITAL MEDICAL CENTER,AZ,,,,,
,BANNER BOSWELL MEDICAL CENTER,AZ,,,,,
,BANNER ESTRELLA MEDICAL CENTER,AZ,,,,,
,BANNER GATEWAY MEDICAL CENTER,AZ,,,,,
,BANNER THUNDERBIRD MEDICAL CENTER,AZ,,,,,
,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,,,,,
,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,AZ,,,,,
,LOS NINOS HOSPITAL,AZ,,,,,
,MAYO CLINIC ARIZONA,AZ,,,,,
,ENCOMPASS HEALTH LAKESHORE REHABILITATION HOSPITAL,AL,,,,,
,MERCY GILBERT MEDICAL CENTER,AZ,,,,,
,SCOTTSDALE HEALTHCARE OSBORN,AZ,,,,,
,SCOTTSDALE HEALTHCARE SHEA,AZ,,,,,
