Health System,Hospital,URL
,ST JOSEPHS HSPTL,
,RIPON MED CTR,
,LIFECARE HOSPITALS OF SHREVEPORT,
,UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY,
,WATERTOWN REGIONAL MEDICAL CTR,
,SOUTHWEST HEALTH CENTER INC,
,THE MONROE CLINIC,
,ROGERS MEM HOSPITAL MILWAUKEE,
,ROGERS MEM HSPTL,
,THEDACARE MEDICAL CENTER - WAUPACA INC,
,CHILDREN'S HOSPITAL OF ORANGE COUNTY,
,UW HEALTH REHABILITATION HOSPITAL,
,SUTTER SANTA ROSA REGIONAL HOSPITAL,
,SUNCOAST BEHAVIORAL HEALTH CENTER,
,SELECT SPECIALITY HOSPITAL OF MIAMI,
,BAYLOR ST LUKES MEDICAL CENTER - MCNAIR CAMPUS,
,ALTUS HOUSTON HOSPITAL,
,GEARY COMMUNITY HOSPITAL,
,IOWA CITY VA MEDICAL CENTER,
,SOUTH PLAINS REHAB HOSPITAL,
,NEA BAPTIST MEMORIAL HEALTH,
,PIKE COUNTY MEMORIAL HOSPITAL,
,BAXTER REGIONAL MEDICAL CENTER,
,FULTON COUNTY HOSPITAL,
,ST. MARY'S REGIONAL MEDICAL CENTER,
,ARKANSAS METHODIST MEDICAL CENTER,
,WHITE RIVER MEDICAL CENTER,
,ST LUKE HOSPITAL,
,SOUTHCOAST BEHAVIORAL HEALTH,
,REGENCY HOSPITAL OF NORTHWEST ARKANSAS,
,WASHINGTON REGIONAL MEDICAL CENTER,
,NORTHWEST MEDICAL CENTER - BENTONVILLE,
,ST. MARY - ROGERS MEMORIAL HOSPITAL,
,ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON,
,THE MEDICAL CENTER AT ALBANY,
,JANE TODD CRAWFORD MEMORIAL HOSPITAL,
,NICHOLAS COUNTY HOSPITAL,
,HOWARD MEMORIAL HOSPITAL,
,ST. ELIZABETH OWEN,
,ST. ELIZABETH'S MEDICAL CENTER,
,NORTHAMPTON VA MEDICAL CENTER,
,LOWELL GENERAL HOSPITAL,
,TAUNTON STATE HOSPITAL,
,TEWKSBURY HOSPITAL,
,UNIVERSITY OF MD CHARLES REGIONAL MEDICAL CENTER,
,MEDSTAR MONTGOMERY MEDICAL CENTER,
,LAUREL REGIONAL MEDICAL CENTER,
,SAINT LUKE INSTITUTE,
,NORTHERN LIGHT ACADIA HOSPITAL,
,AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION,
,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,
,CALAIS REGIONAL HOSPITAL,
,CHARLES A DEAN MEMORIAL HOSPITAL,
,MERCY WESTBROOK,
,SCHEURER HOSPITAL,
,HARBOR BEACH COMMUNITY HOSPITAL,
,SPARROW CLINTON HOSPITAL,
,PAUL OLIVER MEMORIAL HOSPITAL,
,SPARROW CARSON HOSPITAL,
,SPECTRUM HEALTH GERBER MEMORIAL,
,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,
,SPECTRUM HEALTH REED CITY CAMPUS,
,MIDMICHIGAN MEDICAL CENTER-CLARE,
,THREE RIVERS HEALTH,
,COVENANT MEDICAL CENTER,
,COVENANT MEDICAL CENTER,
,HUTZEL WOMEN'S HOSPITAL,
,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,
,BARAGA COUNTY MEMORIAL HOSPITAL,
,ST JOSEPH MERCY HOSPITAL-SALINE,
,LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER,
,SWIFT COUNTY BENSON HOSPITAL,
,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,
,NORTH KANSAS CITY HOSPITAL,
,MOSAIC MEDICAL CENTER,
,MISSOURI BAPTIST MEDICAL CENTER,
,LEE'S SUMMIT MEDICAL CENTER,
,CASS REGIONAL MEDICAL CENTER,
,PROGRESS WEST HEALTHCARE CENTER,
,CAPITAL REGION MEDICAL CENTER,
,SCOTLAND COUNTY HOSPITAL,
,SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER,
,MERCY ST. FRANCIS HOSPITAL,
,COX MEDICAL CENTER BRANSON,
,NORTHEAST REGIONAL MEDICAL CENTER,
,LANDMARK HOSPITAL OF COLUMBIA,
,METROPOLITAN ST. LOUIS PSYCHIATRIC CENTER,
,PERRY POINT VA MEDICAL CENTER,
,OSCAR G. JOHNSON VA MEDICAL CENTER,
,PIKE COUNTY MEMORIAL HOSPITAL,
,SOUTHEASTHEALTH,
,LANDMARK HOSPITAL OF CAPE GIRARDEAU,
,LAKE REGIONAL HEALTH SYSTEM,
,BLACK RIVER COMMUNITY MEDICAL CENTER,
,POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD,
,CHEYENNE RIVER HOSPITAL,
,JASPER GENERAL HOSPITAL,
,WHITE FENCE SURGICAL SUITES,
,NOVANT HEALTH FORSYTH MEDICAL CENTER,
,FRANKLIN REGIONAL MEDICAL CENTER,
,CENTRAL CAROLINA HOSPITAL,
,GRANVILLE HEALTH SYSTEM,
,CAROLINAS MEDICAL CENTER-MERCY,
,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,
,ANGEL MEDICAL CENTER,
,HIGHLANDS-CASHIERS HOSPITAL,
,WESLEY LONG COMMUNITY HOSPITAL,
,HARRIS REGIONAL HOSPITAL,
,WAYNE UNC HEALTHCARE,
,CORDOVA COMMUNITY MEDICAL CENTER,
,MARIA PARHAM MEDICAL CENTER,
,WATAUGA MEDICAL CENTER,
,NORTHERN HOSPITAL OF SURRY COUNTY,
,HUGH CHATHAM MEMORIAL HOSPITAL,
,ALLEGHANY MEMORIAL HOSPITAL,
,ALAMANCE REGIONAL MEDICAL CENTER,
,ASHE MEMORIAL HOSPITAL,
,ST. LUKE'S HOSPITAL,
,CATAWBA VALLEY MEDICAL CENTER,
,SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,
,BLUE RIDGE REGIONAL HOSPITAL,
,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,
,THE OUTER BANKS HOSPITAL,
,ONSLOW MEMORIAL HOSPITAL,
,CRAWLEY MEMORIAL HOSPITAL,
,ST ANDREWS HEALTH CENTER - CAH,
,WEST RIVER REGIONAL MEDICAL CENTER-CAH,
,LINTON HOSPITAL - CAH,
,SOUTHWEST HEALTHCARE SERVICES,
,VIBRA HOSPITAL OF FARGO,
,SANFORD MEDICAL CENTER FARGO,
,NAVAL HOSPITAL CAMP LEJEUNE,
,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,
,ST ALOISIUS MEDICAL CENTER,
,TRINITY HOSPITAL - SAINT JOSEPHS,
,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,
,ALTRU SPECIALTY HOSPITAL,
,LA PAZ REGIONAL,
,CORE INSTITUTE SPECIALTY HOSPITAL,
,VALLEY HOSPITAL,
,YALE-NEW HAVEN HOSPITAL,
,HENRY COUNTY MEMORIAL HOSPITAL,
,BRYAN MEDICAL CENTER,
,COMMUNITY HOWARD SPECIALTY HOSPITAL,
,GULF BREEZE HOSPITAL,
,CAPITAL REGIONAL MEDICAL CENTER,
,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,
,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON,
,WEST FLORIDA HOSPITAL,
,BAPTIST MEDICAL CENTER - BEACHES,
,MAYO CLINIC,
,RIVER POINT BEHAVIORAL HEALTH,
,WEKIVA SPRINGS,
,ASSENSION SACRED HEART HOSPITAL ON EMERALD COAST,
,CALHOUN-LIBERTY HOSPITAL,
,BAPTIST MEDICAL CENTER - NASSAU,
,HALE HO'OLA HAMAKUA,
,BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN,
,WASHINGTON HOSPITAL,
,WAYNE MEMORIAL HOSPITAL,
,INCLINE VILLAGE HEALTH CENTER,
,BUTLER MEMORIAL HOSPITAL,
,WERNERSVILLE STATE HOSPITAL,
,MEMORIAL HOSPITAL - YORK,
,TYLER MEMORIAL HOSPITAL,
,UPMC BEDFORD,
,SELECT SPECIALTY HOSPITAL PITTSBRGH UPMC,
,MARTIN COUNTY HOSPITAL DISTRICT,
,AVERA ST ANTHONY'S HOSPITAL,
,SELECT SPECIALTY HOSPITAL MCKEESPORT,
,HERITAGE VALLEY SEWICKLEY,
,SOUTHWOOD PSYCHIATRIC HOSPITAL,
,WESTERN PENNSYLVANIA HOSPITAL,
,CLARION PSYCHIATRIC CENTER,
,BERWICK HOSPITAL CENTER,
,SOUTH LYON MEDICAL CENTER,
,CHESTNUT HILL HOSPITAL,
,MAGEE REHABILITATION HOSPITAL,
,PENNSYLVANIA HOSPITAL,
,BROWN COUNTY HOSPITAL,
,NAZARETH HOSPITAL,
,ROXBOROUGH MEMORIAL HOSPITAL,
,MEADOWS PSYCHIATRIC CENTER,
,UNION HOSPITAL,
,MEMORIAL HOSPITAL OF UNION COUNTY,
,MOUNT NITTANY MEDICAL CENTER,
,CONEMAUGH MINERS MEDICAL CENTER,
,BRANDYWINE HOSPITAL,
,CHESTER COUNTY HOSPITAL,
,GROVER C DILS MEDICAL CENTER,
,DEVEREUX CHILDRENS BEHAVIORAL HEALTH CENTER,
,PHOENIXVILLE HOSPITAL,
,COATESVILLE VETERANS AFFAIRS MEDICAL CENTER,
,BATTLE MOUNTAIN GENERAL HOSPITAL,
,MOUNT GRANT GENERAL HOSPITAL,
,NYE REGIONAL MEDICAL CENTER,
,BENSON HOSPITAL,
,JOHN HEINZ INSTITUTE OF REHABILITATION,
,NORTHERN COCHISE COMMUNITY HOSPITAL,
,LEHIGH VALLEY HOSPITAL-MUHLENBERG,
,UPMC JAMESON,
,SAINT LUKE'S NORTHLAND HOSPITAL - BARRY ROAD,
,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,
,SUNBURY COMMUNITY HOSPITAL,
,LANCASTER BEHAVIORAL HEALTH HOSPITAL,
,NORRISTOWN STATE HOSPITAL,
,MOSES TAYLOR HOSPITAL,
,HOLZER MEDICAL CENTER,
,BEVERLY CAMPUS BEVERLY CAMPUS,
,NORTH SHORE MEDICAL CENTER - SALEM CAMPUS,
,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,
,REGIONAL HOSPITAL OF SCRANTON,
,UPMC LITITZ,
,UPMC PINNACLE LANCASTER,
,ST MARY'S VINCENT EVANSVILLE INC,
,KINGMAN REGIONAL MEDICAL CENTER-HUALAPAI MOUNTAIN CAMPUS,
,COASTAL BEHAVIORAL HEALTH,
,BLACK HILLS SURGERY CENTER LIMITED LIABILITY PARTNERSHIP,
,MELROSEWKFLD HEALTHCARE LAWRENCE MEMORIAL HOSPITAL CAMPUS,
,AVERA HEART HOSPITAL OF SOUTH DAKOTA,
,COMMUNITY HOSPITALS AND WELLNESS CENTERS BRYAN,
,UVA TRANSITIONAL CARE HOSPITAL,
,CHILDRENS HOSP & CLINICS MINNE,
,PARK NICOLLET METHODIST HOSP,
,SAINT JOSEPH HOSPITAL,
,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,
,GRAND ITASCA CLINIC & HOSP,
,PEMBINA COUNTY MEMORIAL HOSPITAL,
,MCLEOD SEACOAST,
,HENDRICKS COMM HOSP,
,SANFORD TRACY MEDICAL CENTER,
,MEMORIAL HOSPITAL OF WILLIAM AND GERTRUDE JONES HOSPITAL,
,CARL ALBERT COMMUNITY MENTAL HEALTH CENTER,
,LOWER UMPQUA HOSPITAL DISTRICT,
,ST CHARLES MEDICAL CENTER REDMOND,
,COLUMBIA MEMORIAL HOSPITAL,
,RIVERSIDE REHABILITATION INSTITUTE,
,LAKE DISTRICT HOSPITAL,
,SKY LAKES MEDICAL CENTER,
,RESTON HOSPITAL CENTER,
,SOUTHWESTERN VERMONT MEDICAL CENTER,
,DRISCOLL CHILDREN'S HOSPITAL,
,DAYTON VA MEDICAL CENTER,
,HAMPTON VA MEDICAL CENTER,
,GRANDE RONDE HOSPITAL,
,WEST VALLEY HOSPITAL,
,CENTRAL WASHINGTON HOSPITAL,
,WILLAMETTE VALLEY MEDICAL CENTER,
,GOOD SAMARITAN REGIONAL MEDICAL CENTER,
,KNOX COUNTY HOSPITAL,
,GUTHRIE CORNING HOSPITAL,
,SAINT ANTHONY MEDICAL CENTER,
,PECONIC BAY MEDICAL CENTER,
,CARDINAL HILL REHABILITATION HOSPITAL,
,GIBSON COMMUNITY HOSPITAL,
,GRAHAM HOSPITAL ASSOCIATION,
,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,
,TMC BONHAM HOSPITAL,
,GOODALL-WITCHER HOSPITAL,
,SARAH BUSH LINCOLN HEALTH CENTER,
,MITCHELL COUNTY HOSPITAL,
,ELECTRA MEMORIAL HOSPITAL,
,HASKELL MEMORIAL HOSPITAL,
,NORTHWEST HOSPITAL CENTER,
,BAPTIST MEMORIAL HOSPITAL,
,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPITAL,
,AURORA CHICAGO LAKESHORE HOSPITAL,
,SWEENY COMMUNITY HOSPITAL,
,RML HEALTH PROVIDERS LTD PARTNERSHIP - DBA RML HINSDALE,
,SCHWAB REHABILITATION CENTER,
,KINDRED HOSPITAL - CENTRAL CHICAGO,
,COLLINGSWORTH GENERAL HOSPITAL,
,EDWARD HINES JR. VETERANS AFFAIRS HOSPITAL,
,FOSTER G MCGAW HOSPITAL LOYOLA UNIVERSITY MEDICAL CENTER,
,WARNER HOSPITAL AND HEALTH SERVICES,
,SUMMERS COUNTY ARH HOSPITAL,
,NORTON HOSPITAL,
,SOUTH CAROLINA SEXUALLY VIOLENT PREDATOR TREATMENT PROGRAM,
,STONEWALL JACKSON MEMORIAL HOSPITAL,
,PRESTON MEMORIAL HOSPITAL,
,ST JOHNS HOSPITAL,
,MONROE COUNTY MEDICAL CENTER,
,SAINT JOSEPH MOUNT STERLING,
,GRAFTON CITY HOSPITAL,
,ST. LUKE'S HOSPITAL - WARREN CAMPUS,
,HACKETTSTOWN REGIONAL MEDICAL CENTER,
,LITTLE HILL ALINA LODGE,
,ELKVIEW GENERAL HOSPITAL,
,EASTERN OKLAHOMA MEDICAL CENTER,
,EDMOND -AMG SPECIALTY HOSPITAL,
,KATHERINE SHAW BETHEA HOSPITAL,
,SAINT JAMES HOSPITAL,
,LAKESIDE WOMEN'S HOSPITAL,
,INTEGRIS HEALTH EDMOND,
,NORTHWEST SURGICAL HOSPITAL,
,MCBRIDE ORTHOPEDIC HOSPITAL,
,CARROLL COUNTY MEMORIAL HOSPITAL,
,LAKE CUMBERLAND REGIONAL HOSPITAL,
,SURGICAL HOSPITAL OF OKLAHOMA,
,CEDAR RIDGE,
,ST MARYS HOSPITAL,
,COMMUNITY MEMORIAL HOSPITAL,
,ALTON MEMORIAL HOSPITAL,
,OSF SAINT ANTHONY'S HEALTH CENTER,
,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,
,HUGGINS HOSPITAL,
,OKLAHOMA HEART HOSPITAL,
,THE CHILDREN'S CENTER,
,SPEARE MEMORIAL HOSPITAL,
,CRITTENDEN COUNTY HOSPITAL,
,CARROLL HOSPITAL CENTER,
,KENTUCKY CORRECTIONAL PSYCHIATRIC CENTER,
,PAULS VALLEY GENERAL HOSPITAL,
,PURCELL MUNICIPAL HOSPITAL,
,MERCY HEALTH -LOVE COUNTY,
,UNIVERSITY OF MD SHORE MEDICAL CTR AT DORCHESTER,
,MERCY HOSPITAL LOGAN COUNTY,
,PRAGUE COMMUNITY HOSPITAL,
,STROUD REGIONAL MEDICAL CENTER,
,MARIANJOY REHABILITATION CENTER,
,JEFFERSON COUNTY HOSPITAL,
,HOLDENVILLE GENERAL HOSPITAL,
,ATLANTIC GENERAL HOSPITAL,
,HARMON MEMORIAL HOSPITAL,
,NORTHWESTERN MEDICAL CENTER,
,ROPER ST FRANCIS BERKELEY HOSPITAL,
,NEMOURS CHILDREN'S HOSPITAL,
,ST. JOSEPH MEDICAL CENTER,
,HCA HOUSTON HEALTHCARE NORTHWEST MEDICAL CENTER,
,MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL,
,MERCY HOSPITAL TISHOMINGO,
,MONTANA STATE HOSPITAL,
,PINNACLE REGIONAL HOSPITAL INC,
,CHI ST LUKES HEALTH - BRAZOSPORT,
,DOCTORS HOSPITAL OF LAREDO,
,CHI ST LUKES HEALTH - MEMORIAL LIVINGSTON,
,FLOYD VALLEY HOSPITAL,
,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN NORTH,
,MEDICAL CITY MCKINNEY,
,MEDICAL CITY NORTH HILLS,
,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS - DBA TRINITY MOLINE,
,MEMORIAL HERMANN SUGAR LAND,
,WILBARGER GENERAL HOSPITAL,
,HCA HOUSTON HEALTHCARE CLEAR LAKE,
,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,
,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN SOUTH,
,APOLLO HOSPITAL,
,UNM CHILDREN'S PSYCHIATRIC CENTER,
,NORTHEAST METHODIST HOSPITAL,
,MISSION TRAIL BAPTIST HOSPITAL-ER,
,PERMIAN REGIONAL MEDICAL CENTER,
,BAYLOR SCOTT & WHITE HOSPITAL - BRENHAM,
,MARY HURLEY HOSPITAL,
,ASANTE ROGUE REGIONAL MEDICAL CENTER,
,FOREST PARK MEDICAL CENTER,
,KAISER FOUNDATION HOSPITAL - WESTSIDE,
,DETAR NORTH,
,WISE REGIONAL HEALTH SYSTEM,
,LAFAYETTE REGIONAL REHABILITATION HOSPITAL,
,CYPRESS FAIRBANKS MEDICAL CENTER,
,HAWAII MEDICAL CENTER EAST,
,RAYMOND G. MURPHY VA MEDICAL CENTER,
,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,
,VA MEDICAL CENTER - LYONS CAMPUS,
,VA MEDICAL CENTER - WEST ROXBURY DIVISION,
,ALEDA E. LUTZ VA MEDICAL CENTER,
,CASS LAKE HOSPITAL,
,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,
,VA MEDICAL CENTER - FORT MEADE CAMPUS,
,VA MEDICAL CENTER - WHITE RIVER JUNCTION,
,MAYO CLINIC HOSPITAL METHODIST CAMPUS,
,ESSENTIA HEALTH VIRGINIA,
,VA BUTLER HEALTHCARE,
,GENESIS MEDICAL CENTER WEST-DAVENPORT,
,VA CARIBBEAN HEALTHCARE SYSTEM,
,OU MEDICAL CENTER EDMOND-ER,
,BEATRICE COMMUNITY HOSPITAL,
,PARSONS STATE HOSPITAL,
,MERIT HEALTH MADISON,
,NORMAN REGIONAL HEALTHPLEX,
,PLUM CREEK SPECIALTY HOSPITAL,
,DORMINY MEDICAL CENTER,
,IU HEALTH UNIVERSITY HOSPITAL,
,CINCINNATI CHILDREN'S LIBERTY,
,RILEY HOSPITAL FOR CHILDREN,
,BETHESDA ARROW SPRINGS-ER,
,METHODIST HOSPITAL-SOUTHLAKE,
,WARD MEMORIAL HOSPITAL,
,CORNERSTONE HOSPITAL OF AUSTIN,
,MID - JEFFERSON EXTENDED CARE HOSPITAL OF BEAUMONT,
,TEXAS CENTER FOR INFECTIOUS DISEASE,
,INTEGRITY TRANSITIONAL HOSPITAL,
,PREMIER SPECIALTY HOSPITAL OF EL PASO,
,KINDRED HOSPITAL EL PASO,
,KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,
,HANSFORD COUNTY HOSPITAL,
,ACUITY HOSPITAL OF SOUTH TEXAS,
,BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,
,EL PASO VA HEALTH CARE SYSTEM,
,WEIMAR MEDICAL CENTER,
,BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,
,CHILDREN'S HOSPITAL OF SAN ANTONIO,
,CHRISTUS SANTA ROSA - MEDICAL CENTER,
,MAGNOLIA BEHAVIORAL HOSPITAL OF EAST TEXAS,
,MEDICAL CITY OF MCKINNEY - WYSONG CAMPUS,
,PACIFIC SHORES HOSPITAL,
,WELLBRIDGE HOSPITAL OF SAN MARCOS,
,QUEENS MEDICAL CENTER,
,PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS,
,ANDALUSIA REGIONAL HOSPITAL,
,BAYPOINTE BEHAVIORAL HEALTH,
,KAU HOSPITAL,
,MERCY MEDICAL CENTER-NORTH IOWA,
,SHENANDOAH MEMORIAL HOSPITAL,
,ST. LUKE'S METHODIST HOSPITAL,
,SKIFF MEDICAL CENTER,
,BUCHANAN COUNTY HEALTH CENTER,
,HENRY COUNTY HEALTH CENTER,
,KEOKUK COUNTY HEALTH CENTER,
,METHODIST JENNIE EDMUNDSON,
,DAVIS COUNTY HOSPITAL,
,GEORGE C GRAPE COMMUNITY HOSPITAL,
,MCLAREN OAKLAND,
,GRUNDY COUNTY MEMORIAL HOSPITAL,
,GUTTENBERG MUNICIPAL HOSPITAL,
,HANCOCK COUNTY HEALTH SYSTEM,
,ADVOCATE GOOD SAMARITAN HOSPITAL,
,ADVOCATE SHERMAN HOSPITAL,
,PRESENCE SAINT JOSEPH HOSPITAL,
,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT FRANCIS HOSPITAL,
,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE ST JOSEPH MEDICAL CENTER,
,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRECENCE ST MARYS HOSPITAL,
,JOHN & MARY KIRBY HOSPITAL,
,ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL,
,UCHEALTH GREELEY HOSPITAL,
,ST SIMONS BY-THE-SEA HOSPITAL,
,SELECT SPECIALTY HOSPITAL - SAVANNAH,
,DELTA COUNTY MEMORIAL HOSPITAL,
,MELISSA MEMORIAL HOSPITAL,
,MIDDLE PARK MEDICAL CENTER,
,OPTIM MEDICAL CENTER TATTNALL,
,EAST GEORGIA REGIONAL MEDICAL CENTER,
,TRINITY HOSPITAL OF AUGUSTA,
,EAST CENTRAL REGIONAL HOSPITAL,
,SELECT SPECIALTY HOSPITAL - AUGUSTA,
,PARK CENTER,
,FAIRVIEW PARK HOSPITAL,
,MEMORIAL HOSPITAL AND MANOR,
,ATRIUM HEALTH LINCOLN,
,WILLS MEMORIAL HOSPITAL,
,WOMEN'S & CHILDREN'S HOSPITAL,
,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,
,ST. CATHERINE MEMORIAL HOSPITAL,
,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,
,ST VINCENT KOKOMO,
,KING'S DAUGHTERS' HEALTH,
,EASTERN LA MENTAL HEALTH SYSTEM,
,LANTERMAN DEVELOPMENTAL CENTER,
,WALTON REHABILITATION HOSPITAL,
,RANGELY DISTRICT HOSPITAL,
,SAN ANTONIO REGIONAL HOSPITAL,
,COMMUNITY HOSPITAL,
,MCKEE MEDICAL CENTER,
,MEDICAL CENTER OF THE ROCKIES,
,ASPIRUS LANGLADE HOSPITAL,
,AURORA MEMORIAL HSPTL BURLINGTON,
,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,
,HILLSIDE HOSPITAL,
,PIEDMONT HOSPITAL,
,NORTHSIDE HOSPITAL,
,TRINITY MUSCATINE,
,MT SAN RAFAEL HOSPITAL,
,PARKVIEW MEDICAL CENTER INC,
,VCU HEALTH SYSTEM,
,CHILDREN'S NATIONAL MEDICAL CENTER,
,MEDSTAR NATIONAL REHABILITATION HOSPITAL,
,HOWARD UNIVERSITY HOSPITAL,
,PROVIDENCE HOSPITAL,
,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,
,BRANDON REGIONAL HOSPITAL,
,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,
,LIFESTREAM BEHAVIORAL CENTER,
,LIFESTREAM BEHAVIORAL CENTER,
,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,
,BALDPATE HOSPITAL,
,VCU HEALTH SYSTEM,
,PHYSICIANS REGIONAL - PINE RIDGE,
,ORLANDO REGIONAL MEDICAL CENTER,
,CLEVELAND CLINIC TRADITION MEDICAL CENTER,
,EDWARD WHITE HOSPITAL,
,ST JOSEPH'S HOSPITAL,
,KINDRED HOSPITAL BOSTON,
,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,
,BAUM-HARMON MEMORIAL HOSPITAL,
,CHI HEALTH - MERCY CORNING,
,STEWART MEMORIAL COMMUNITY HOSPITAL,
,ADAIR COUNTY MEMORIAL HOSPITAL,
,ST. JOSEPH'S CHILDREN'S HOSPITAL,
,MARY GREELEY MEDICAL CENTER,
,WAVERLY MUNICIPAL HOSPITAL,
,REGIONAL MEDICAL CENTER,
,JACKSON COUNTY PUBLIC HOSPITAL,
,CHEROKEE REGIONAL MEDICAL CENTER,
,DALLAS COUNTY HOSPITAL,
,MAHASKA HEALTH PARTNERSHIP,
,BOUNDARY COMMUNITY HOSPITAL,
,COMMUNITY HEALTH NETWORK REHABILITATION HOSPITAL,
,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,
,CHRISTUS ST MARY OUTPATIENT CENTER MID COUNTY,
,MERCY ST VINCENT MEDICAL CENTER,
,CHILDREN'S HOSPITAL MEDICAL CENTER,
,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT LINDNER CENTER,
,JEFFERSON COUNTY HOSPITAL,
,ST JAMES HEALTHCARE,
,KALISPELL REGIONAL MEDICAL CENTER,
,AVERA MCKENNAN HOSPITAL,
,CLARA BARTON HOSPITAL,
,HIAWATHA COMMUNITY HOSPITAL,
,HOLTON COMMUNITY HOSPITAL,
,SUMNER COUNTY HOSPITAL,
,UNIVERSITY OF KANSAS HOSPITAL,
,REGIONAL HEALTH RAPID CITY HOSPITAL,
,NANTICOKE MEMORIAL HOSPITAL,
,HIGH POINT TREATMENT CENTER,
,WHITTIER REHABILITATION HOSPITAL,
,HELENA REGIONAL MEDICAL CENTER,
,JOHNSON REGIONAL MEDICAL CENTER,
,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,
,ARKANSAS SURGICAL HOSPITAL,
,WADLEY REGIONAL MEDICAL CENTER AT HOPE,
,WOODRIDGE BEHAVIORAL CENTER,
,COBALT REHABILITATION HOSPITAL IV,
,COPPER SPRINGS HOSPITAL INC,
,STANTON COUNTY HOSPITAL,
,SALINE MEMORIAL HOSPITAL,
,BAYHEALTH KENT GENERAL HOSPITAL,
,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,
,THE RIDGE BEHAVIORAL HEALTH SYSTEM,
,UK HEALTHCARE GOOD SAMARITAN HOSPITAL,
,ENCOMPASS HEALTH BRAINTREE REHABILITATION HOSPITAL,
,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,
,NORCAP LODGE,
,WHITTIER REHABILITATION HOSPITAL BRADFORD,
,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,
,SUBURBAN HOSPITAL,
,GOOD SAMARITAN MEDICAL CENTER,
,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,
,PENINSULA REGIONAL MEDICAL CENTER,
,HENRIETTA D GOODALL HOSPITAL,
,SEBASTICOOK VALLEY HOSPITAL,
,MCLAREN BAY REGIONAL,
,CHILDREN'S HOSPITAL OF MICHIGAN,
,MIDMICHIGAN MEDICAL CENTER-MIDLAND,
,MCLAREN MACOMB,
,JOHN D. DINGELL VA MEDICAL CENTER,
,VA ANN ARBOR HEALTHCARE SYSTEM,
,HENRY FORD MACOMB HOSPITAL,
